Customer_id,Account Number,Age,Date of Birth,Sex,Occupation,City,Bank Deposit,Saving Accounts,Full name,City id,Account_Open_Date,Account Type,Account officer,Opening Balance,Transaction_id,Transaction type,Transaction Medium,Date_of_transaction,Amount,Bank Loans,Transaction Hour,Age_class
NZ48222,278484880,23,1999-05-25 06:00:00,Female,Office_Clerical,Osun,1127561.36,260927.23,Edward Little,Abu-HR001,2022-05-24,Corporate,Frank Brown,18687.5,MT001,Money Transfer,Mobile,2022-03-24,11913.61,0,18.0,Young Adult
NZ64051,279173198,50,1972-05-24 12:00:00,Male,Executive_Management,Ogun,61603.09,32837.58,Rebecca Bowman,Abu-HR001,1958-05-24,Joint,Ernest Rivera,54580.1,LP001,Loan Payment,AFT,2021-01-12,10827.68,9858129456,12.0,Adult
NZ93355,279669956,63,1959-05-25 06:00:00,Male,Healthcare,Abuja,934240.45,660641.46,Matthew Marshall,Imo-HR001,1979-05-24,Domiciliary,Joshua Bennett,282658.49,CW001,Cash Withdrawal,ATM,2021-11-18,30651.24,0,18.0,Adult
NZ76782,279824385,35,1987-05-25 06:00:00,Female,Information_Technology_And_Software,Oyo,609456.53,240914.58,Sarah Rivera,Abi-HR001,1972-05-25,Domiciliary,Roy Rice,125061.12,OP001,Online Payment,Internet Banking,2022-04-26,67656.8,0,0.0,Adult
NZ56605,279845393,25,1997-05-24 18:00:00,Female,Engineering,Kano,99660.19,18633.83,Albert Kim,Imo-HR001,1984-05-25,Current,Joshua Bennett,114041.2,LP001,Loan Payment,Mobile,2021-07-29,30751.02,7777457945,12.0,Young Adult
NZ91174,280454740,63,1959-05-25 06:00:00,Male,HR_Admin,Lagos,147522.02,46664.44,Ernest Fernandez,Kwa-HR001,1980-05-25,Fixed Deposit,Phillip Peters,307944.31,LP001,Loan Payment,ACH,2021-01-29,14357.46,13215385756,12.0,Adult
NZ25035,280885455,56,1966-05-25 00:00:00,Female,Marketing_Sales_Customer,Lagos,304991.23,49103.59,William Holmes,Pla-HR001,1975-05-24,Domiciliary,Victor Ramos,268391.4,CW001,Cash Withdrawal,Bank,2021-09-15,42700.95,0,12.0,Adult
NZ41835,280950175,18,2004-05-24 12:00:00,Female,Marketing_Sales_Customer,Abuja,24813.98,13120.39,Walter Griffin,Riv-HR001,2009-05-25,Current,Mark Montgomery,373681.17,MT001,Money Transfer,ATM,2021-11-02,48392.1,0,0.0,Teen
NZ50968,281045684,80,1942-05-25 00:00:00,Male,Marketing_Sales_Customer,Kano,316130.58,172291.16,Roger Spencer,Pla-HR001,1958-05-24,Domiciliary,Victor Ramos,475533.03,MD001,Money Deposit,ATM,2021-12-27,13867.09,0,12.0,Old
NZ50658,281208268,41,1981-05-24 18:00:00,Male,Engineering,Abia,1553973.86,199288.25,Adam Thompson,Ben-HR001,2005-05-25,Current,Roger Alexander,348248.56,CW001,Cash Withdrawal,ATM,2021-02-14,65026.0,0,6.0,Adult
NZ40991,281718506,30,1992-05-24 12:00:00,Male,Engineering,Enugu,150163.55,129793.54,Beverly Armstrong,Oyo-HR001,1975-05-24,Corporate,Douglas Tucker,92216.16,MT001,Money Transfer,ATM,2021-12-13,40090.4,0,0.0,Adult
NZ19327,281763511,79,1943-05-25 06:00:00,Male,Writing_Content,Imo,118553.71,44416.76,Michael Edwards,Lag-HR001,2013-05-25,Domiciliary,Benjamin Kim,42085.37,CW001,Cash Withdrawal,ATM,2021-09-16,16982.9,0,18.0,Old
NZ20927,282048392,35,1987-05-25 06:00:00,Female,Science_And_Research,Ogun,224891.62,56944.26,Harold Matthews,Edo-HR001,2017-05-25,Corporate,Victor Martinez,234162.04,MD001,Money Deposit,Bank,2021-07-14,9496.42,0,0.0,Adult
NZ85219,282522462,72,1950-05-25 00:00:00,Male,Engineering,River,0.0,0.0,Joshua Pierce,Imo-HR001,1968-05-25,Corporate,Joshua Bennett,111558.65,MD001,Money Deposit,ATM,2021-10-06,24260.07,0,0.0,Senior
NZ16958,282574873,54,1968-05-24 12:00:00,Female,Information_Technology_And_Software,Lagos,177175.28,128792.8,Janet Morrison,Oyo-HR001,1959-05-24,Fixed Deposit,Donald Reynolds,91667.36,MT001,Money Transfer,Mobile,2021-09-30,22934.1,0,0.0,Adult
NZ16958,282574873,54,1968-05-24 12:00:00,Female,Office_Clerical,Lagos,177175.28,128792.8,Janet Morrison,Oyo-HR001,1959-05-24,Fixed Deposit,Donald Reynolds,91667.36,MT001,Money Transfer,Mobile,2021-09-30,22934.1,0,0.0,Adult
NZ37241,283169927,33,1989-05-24 18:00:00,Male,Healthcare,Lagos,32128.28,28723.81,Jeffrey Mason,Abu-HR001,1976-05-25,Joint,Anthony Torres,91243.06,OP001,Online Payment,Internet Banking,2021-09-10,2150.05,0,18.0,Adult
NZ99978,284354138,18,2004-05-24 12:00:00,Female,Engineering,Cross River,976104.23,397786.63,Johnny Cruz,Kad-HR001,1961-05-25,Domiciliary,Jeremy Vasquez,442113.94,MT001,Money Transfer,Mobile,2022-04-23,21945.0,0,12.0,Teen
NZ96568,284644944,38,1984-05-24 12:00:00,Female,Accounting_And_Finance,Cross River,727382.03,280225.24,Aaron Hawkins,Del-HR001,2004-05-25,Savings,Steve Diaz,174889.48,CH001,Checks,Bank,2021-11-16,36223.6,0,12.0,Adult
NZ84908,286598152,60,1962-05-25 00:00:00,Male,Information_Technology_And_Software,Lagos,895456.59,359004.16,Julia Crawford,Riv-HR001,1977-05-25,Domiciliary,Keith Griffin,143176.05,LP001,Loan Payment,AFT,2022-03-12,19395.6,865089008,18.0,Adult
NZ84908,286598152,60,1962-05-25 00:00:00,Male,Office_Clerical,Lagos,895456.59,359004.16,Julia Crawford,Riv-HR001,1977-05-25,Domiciliary,Keith Griffin,143176.05,LP001,Loan Payment,AFT,2022-03-12,19395.6,865089008,18.0,Adult
NZ99962,288127588,71,1951-05-25 06:00:00,Male,Writing_Content,Imo,24209.92,9006.09,Aaron Russell,Kan-HR001,2013-05-25,Fixed Deposit,Bruce Butler,140412.85,MD001,Money Deposit,Bank,2021-02-12,26154.24,0,6.0,Senior
NZ69834,288175420,45,1977-05-24 18:00:00,Female,Information_Technology_And_Software,Lagos,27640.08,10034.75,Norma Palmer,Abu-HR001,1970-05-24,Savings,Anthony Torres,328810.06,LP001,Loan Payment,AFT,2021-05-23,27827.28,942311232,6.0,Adult
NZ96087,288641241,30,1992-05-24 12:00:00,Male,Accounting_And_Finance,Sokoto,1309431.56,285210.56,Jason Garcia,Osu-HR001,1987-05-24,Savings,Gregory Simmons,135796.5,OP001,Online Payment,Mobile,2021-01-17,16855.0,0,18.0,Adult
NZ59612,289592807,78,1944-05-24 12:00:00,Male,Legal,Oyo,52060.33,27099.26,Aaron Stone,Abu-HR001,1990-05-24,Domiciliary,Frank Brown,169087.17,OP001,Online Payment,Internet Banking,2021-10-16,46738.2,0,12.0,Old
NZ93121,290011943,18,2004-05-24 12:00:00,Female,Healthcare,Adamawa,761183.7,446450.79,Nicholas Turner,Abu-HR001,2014-05-24,Corporate,Ernest Rivera,308182.93,MT001,Money Transfer,Internet Banking,2021-12-31,64332.66,0,18.0,Teen
NZ93121,290011943,18,2004-05-24 12:00:00,Female,Science_And_Research,Adamawa,761183.7,446450.79,Nicholas Turner,Abu-HR001,2014-05-24,Corporate,Ernest Rivera,308182.93,MT001,Money Transfer,Internet Banking,2021-12-31,64332.66,0,18.0,Teen
NZ76668,290965816,56,1966-05-25 00:00:00,Female,Information_Technology_And_Software,Anambra,129367.97,27178.24,Maria Gonzales,Kwa-HR001,2008-05-25,Domiciliary,Phillip Peters,147317.84,CW001,Cash Withdrawal,POS,2021-11-23,20100.96,0,6.0,Adult
NZ23903,291037595,20,2002-05-25 00:00:00,Female,Office_Clerical,Lagos,916690.99,412852.99,Jonathan Pierce,Kog-HR001,1957-05-25,Domiciliary,Shawn Cook,427085.65,MT001,Money Transfer,Mobile,2022-04-10,23309.91,0,6.0,Young Adult
NZ22142,291292071,19,2003-05-25 06:00:00,Female,HR_Admin,Imo,169348.07,115934.02,Philip Martin,Kad-HR001,1966-05-24,Fixed Deposit,Jerry Green,296441.07,CW001,Cash Withdrawal,POS,2022-04-22,25646.92,0,0.0,Teen
NZ35417,292303183,84,1938-05-25 00:00:00,Female,Information_Technology_And_Software,Lagos,198962.55,133514.34,George Nguyen,Lag-HR001,1987-05-24,Fixed Deposit,Nicholas Cunningham,187639.72,CH001,Checks,Informal Services,2021-11-20,29519.35,0,6.0,Old
NZ40402,292368079,27,1995-05-25 06:00:00,Female,Marketing_Sales_Customer,Kano,283273.74,101488.27,Scott Hunt,Del-HR001,1978-05-24,Domiciliary,Steve Diaz,23800.3,CW001,Cash Withdrawal,POS,2021-04-04,8675.45,0,6.0,Young Adult
NZ59922,293382229,85,1937-05-24 18:00:00,Male,Information_Technology_And_Software,Osun,951121.85,301822.67,Samuel Carr,Lag-HR001,1983-05-24,Current,Benjamin Kim,181593.39,CW001,Cash Withdrawal,POS,2022-03-20,24063.41,0,12.0,Old
NZ48964,293577198,33,1989-05-24 18:00:00,Female,Information_Technology_And_Software,Lagos,433338.88,110907.67,William Carroll,Del-HR001,2012-05-25,Current,Steve Diaz,67440.8,CH001,Checks,Informal Services,2021-04-04,28699.3,0,12.0,Adult
NZ36400,293887331,61,1961-05-24 18:00:00,Male,Engineering,Oyo,2112808.81,442493.92,Timothy Perry,Bay-HR001,2013-05-25,Current,Shawn Wallace,385996.98,MT001,Money Transfer,Bank,2021-10-31,61463.58,0,18.0,Adult
NZ16937,295650834,65,1957-05-24 18:00:00,Male,Marketing_Sales_Customer,Lagos,1347664.84,564485.31,Ryan Young,Abi-HR001,1992-05-25,Domiciliary,Roy Rice,56707.57,CW001,Cash Withdrawal,POS,2022-02-20,15646.37,0,0.0,Senior
NZ52909,296436568,46,1976-05-24 12:00:00,Female,Marketing_Sales_Customer,Oyo,41200.18,24639.33,Timothy Alexander,Abu-HR001,2014-05-24,Joint,George Lewis,235589.53,OP001,Online Payment,Mobile,2021-08-31,21968.1,0,18.0,Adult
NZ65968,296660773,37,1985-05-24 18:00:00,Female,Healthcare,Kaduna,399816.79,214645.45,Jimmy Wright,Kad-HR001,1963-05-24,Savings,Bobby Burton,185599.45,OP001,Online Payment,Mobile,2022-04-10,23896.32,0,6.0,Adult
NZ16521,298370602,68,1954-05-25 00:00:00,Female,HR_Admin,Enugu,147432.65,60838.02,Brandon Harris,Kad-HR001,1982-05-24,Savings,Jeremy Vasquez,143641.46,LP001,Loan Payment,ACH,2021-07-01,14785.44,5663541888,18.0,Senior
NZ21489,298970874,20,2002-05-25 00:00:00,Female,Marketing_Sales_Customer,Ogun,0.0,0.0,Carl Reed,Lag-HR001,1992-05-25,Joint,Chris Armstrong,237510.45,CW001,Cash Withdrawal,POS,2022-04-29,24532.2,0,0.0,Young Adult
NZ89837,299454838,76,1946-05-25 00:00:00,Female,Healthcare,Lagos,1218185.05,719102.09,Douglas West,Oyo-HR001,2020-05-25,Corporate,Douglas Tucker,20835.63,LP001,Loan Payment,ACH,2021-09-23,17758.98,3694697145,6.0,Old
NZ83479,299668063,45,1977-05-24 18:00:00,Female,Healthcare,Kano,90491.87,33473.69,Julia Weaver,Imo-HR001,2014-05-24,Domiciliary,Joe Price,56797.44,MD001,Money Deposit,Bank,2021-03-10,18400.8,0,18.0,Adult
NZ83479,299668063,45,1977-05-24 18:00:00,Female,Science_And_Research,Kano,90491.87,33473.69,Julia Weaver,Imo-HR001,2014-05-24,Domiciliary,Joe Price,56797.44,MD001,Money Deposit,Bank,2021-03-10,18400.8,0,18.0,Adult
NZ24309,300286413,32,1990-05-25 00:00:00,Female,Engineering,Lagos,215398.62,246037.22,Kenneth Hughes,Enu-HR001,1988-05-25,Domiciliary,Paul Holmes,297850.41,MT001,Money Transfer,Bank,2021-09-20,53289.54,0,12.0,Adult
NZ28537,300474366,74,1948-05-24 12:00:00,Male,Office_Clerical,Kano,258024.28,56705.34,Carolyn Tucker,Pla-HR001,1977-05-25,Savings,Victor Ramos,62182.99,MT001,Money Transfer,Mobile,2022-01-14,6083.64,0,18.0,Senior
NZ19265,301903886,75,1947-05-25 06:00:00,Male,Healthcare,Kaduna,822783.56,282233.9,Benjamin Price,Sok-HR001,1955-05-24,Fixed Deposit,Raymond Alexander,163975.08,LP001,Loan Payment,ACH,2021-05-25,6904.38,514321281,12.0,Old
NZ57417,302136341,65,1957-05-24 18:00:00,Male,Accounting_And_Finance,Oyo,1003542.58,322175.04,Jacqueline Stephens,Ben-HR001,1989-05-25,Joint,Roger Alexander,93928.1,CW001,Cash Withdrawal,Bank,2022-02-04,19666.64,0,12.0,Senior
NZ27143,303021938,47,1975-05-25 06:00:00,Female,Healthcare,Sokoto,113852.16,110734.36,Frances Bell,Del-HR001,2016-05-25,Domiciliary,Todd Roberts,53882.64,CW001,Cash Withdrawal,ATM,2021-05-26,4068.8,0,0.0,Adult
NZ18810,303452116,72,1950-05-25 00:00:00,Male,Marketing_Sales_Customer,Delta,94217.52,85298.26,Heather Shaw,Bay-HR001,1987-05-24,Current,Shawn Wallace,33731.48,OP001,Online Payment,Card,2022-04-25,13942.08,0,6.0,Senior
NZ78657,305329337,85,1937-05-24 18:00:00,Male,Information_Technology_And_Software,Lagos,195007.86,102196.3,Gary Long,Bay-HR001,2010-05-24,Current,Shawn Wallace,114430.69,CH001,Checks,Informal Services,2021-01-15,15505.6,0,0.0,Old
NZ88371,307023024,32,1990-05-25 00:00:00,Female,Marketing_Sales_Customer,Abia,1568405.32,478805.43,Eric Burke,Riv-HR001,1967-05-24,Savings,Mark Montgomery,75068.87,LP001,Loan Payment,Mobile,2021-11-16,29197.56,4982534508,12.0,Adult
NZ41735,309409121,26,1996-05-24 12:00:00,Male,Marketing_Sales_Customer,Lagos,115585.79,72984.17,Eugene Collins,Ogu-HR001,1986-05-24,Joint,Jesse Evans,324937.61,MD001,Money Deposit,Bank,2021-03-30,51346.71,0,18.0,Young Adult
NZ41076,309507070,20,2002-05-25 00:00:00,Female,Executive_Management,Lagos,1564149.28,759609.68,Juan Reyes,Kan-HR001,1971-05-24,Corporate,Joshua Ryan,113169.48,CW001,Cash Withdrawal,ATM,2022-04-12,26216.72,0,6.0,Young Adult
NZ96193,309942505,47,1975-05-25 06:00:00,Male,Executive_Management,Kano,229477.33,87840.43,Louise Morrison,Ana-HR001,1996-05-25,Domiciliary,Joshua Little,37275.34,MT001,Money Transfer,Mobile,2021-05-11,10682.43,0,0.0,Adult
NZ35620,312719421,52,1970-05-25 00:00:00,Female,Accounting_And_Finance,Abuja,319150.19,62104.9,Howard Cox,Abu-HR001,1982-05-24,Current,Ernest Rivera,21090.76,CW001,Cash Withdrawal,ATM,2021-02-04,4114.32,0,12.0,Adult
NZ48902,313947617,48,1974-05-25 00:00:00,Male,Marketing_Sales_Customer,Enugu,363948.23,199727.69,Virginia Allen,Del-HR001,1968-05-25,Joint,Todd Roberts,71802.81,OP001,Online Payment,Internet Banking,2022-02-04,3712.25,0,0.0,Adult
NZ23455,315387508,81,1941-05-24 18:00:00,Male,Information_Technology_And_Software,Imo,1043861.98,798554.41,Jennifer Mcdonald,Abu-HR001,1992-05-25,Domiciliary,Anthony Torres,231926.06,CH001,Checks,Informal Services,2021-09-03,57530.55,0,12.0,Old
NZ85414,316447593,31,1991-05-25 06:00:00,Male,Engineering,Kaduna,191567.38,160072.4,Rebecca Williams,Kan-HR001,1968-05-25,Current,Bruce Butler,132512.24,MD001,Money Deposit,Bank,2021-05-22,24019.2,0,12.0,Adult
NZ62889,318114026,66,1956-05-24 12:00:00,Male,Engineering,Edo,470678.85,202689.8,Ronald Payne,Lag-HR001,1979-05-24,Joint,Benjamin Kim,203626.16,CW001,Cash Withdrawal,ATM,2021-10-16,54076.29,0,18.0,Senior
NZ76682,318126840,48,1999-04-12 06:00:00,Female,Education,Bayelsa,977166.18,201883.66,EKEFRE BAR,Del-HR001,2022-05-24,Corporate,Todd Roberts,357820.76,OP001,Online Payment,Mobile,2021-11-13,13509.99,0,6.0,Adult
NZ57999,318998783,53,1969-05-24 18:00:00,Male,Science_And_Research,Imo,288823.42,78559.97,Samuel Barnes,Oyo-HR001,1975-05-24,Domiciliary,Donald Reynolds,380018.35,MD001,Money Deposit,Bank,2021-07-04,36894.06,0,12.0,Adult
NZ79950,319128070,67,1955-05-25 06:00:00,Female,HR_Admin,Edo,727295.44,234789.94,Amanda Watkins,Imo-HR001,2011-05-24,Savings,Joshua Bennett,140614.48,LP001,Loan Payment,AFT,2021-04-03,18945.08,6295182894,12.0,Senior
NZ28766,319451547,45,1977-05-24 18:00:00,Female,Education,Lagos,219556.12,117898.63,Dorothy Kennedy,Kan-HR001,1995-05-24,Current,Joshua Ryan,115637.19,CW001,Cash Withdrawal,POS,2021-02-20,10848.6,0,6.0,Adult
NZ56267,319678340,73,1949-05-24 18:00:00,Female,Accounting_And_Finance,Abuja,260575.31,123090.81,Lori Webb,Imo-HR001,1987-05-24,Current,Joe Price,85194.7,MD001,Money Deposit,Bank,2021-02-17,2845.12,0,18.0,Senior
NZ65162,321041248,74,1948-05-24 12:00:00,Male,Healthcare,Ogun,672373.9,344690.5,Anne Garcia,Imo-HR001,2022-05-24,Domiciliary,Joe Price,225201.83,MD001,Money Deposit,Bank,2021-02-08,29087.36,0,6.0,Senior
NZ24232,321721952,80,1942-05-25 00:00:00,Female,Healthcare,Imo,1448756.02,382206.17,Adam Reyes,Osu-HR001,1976-05-25,Domiciliary,Jason Duncan,162100.55,MT001,Money Transfer,Mobile,2021-11-30,23201.51,0,12.0,Old
NZ40475,324385875,30,1992-05-24 12:00:00,Male,Accounting_And_Finance,Anambra,1961308.54,328594.62,Shawn Dean,Kan-HR001,1970-05-24,Current,Joshua Ryan,53260.97,MT001,Money Transfer,ATM,2021-03-24,19390.88,0,6.0,Adult
NZ80050,325234622,46,1976-05-24 12:00:00,Male,Marketing_Sales_Customer,Abuja,372282.66,45205.75,Eugene Brooks,Lag-HR001,2020-05-25,Joint,Dennis Ruiz,65249.03,CW001,Cash Withdrawal,ATM,2021-01-25,34583.1,0,0.0,Adult
NZ25908,325892800,67,1955-05-25 06:00:00,Male,Education,Kaduna,1354185.49,237654.39,Joe Henderson,Abu-HR001,1996-05-25,Savings,George Lewis,156938.29,LP001,Loan Payment,AFT,2022-04-14,46310.4,72396864,12.0,Senior
NZ97660,326185806,29,1993-05-24 18:00:00,Male,HR_Admin,Lagos,186144.38,37333.12,Dennis Hanson,Kan-HR001,1975-05-24,Savings,Bruce Butler,83318.53,CW001,Cash Withdrawal,ATM,2021-01-04,12440.52,0,0.0,Young Adult
NZ33629,326543835,26,1996-05-24 12:00:00,Male,Information_Technology_And_Software,Lagos,923978.36,256729.56,Juan Rivera,Oyo-HR001,1990-05-24,Current,Douglas Tucker,433256.55,MT001,Money Transfer,Mobile,2021-02-26,13602.18,0,6.0,Young Adult
NZ66784,327612112,40,1982-05-25 00:00:00,Male,Legal,River,346256.75,129413.46,Pamela Bailey,Ada-HR001,2007-05-24,Corporate,Shawn Long,90635.48,CH001,Checks,Informal Services,2022-01-20,18348.33,0,6.0,Adult
NZ82305,328792999,27,1995-05-25 06:00:00,Female,Healthcare,Osun,1993409.78,367673.36,Harold Parker,Lag-HR001,2021-05-25,Joint,Nicholas Cunningham,133697.25,OP001,Online Payment,Internet Banking,2021-05-30,23513.4,0,12.0,Young Adult
NZ51619,328827622,25,1997-05-24 18:00:00,Male,Marketing_Sales_Customer,Kano,185439.75,199507.59,Peter Jones,Oyo-HR001,1975-05-24,Joint,Anthony Simpson,426222.38,CH001,Checks,Bank,2021-05-08,25667.88,0,12.0,Young Adult
NZ71573,329720299,65,1957-05-24 18:00:00,Female,Science_And_Research,Plateau,1827640.07,649827.58,Carlos King,Oyo-HR001,1995-05-24,Domiciliary,Anthony Simpson,399976.55,MT001,Money Transfer,Internet Banking,2022-01-30,42415.8,0,6.0,Senior
NZ80012,329863838,22,2000-05-24 12:00:00,Female,HR_Admin,Kaduna,1159374.73,326746.66,Johnny Bennett,Lag-HR001,2016-05-25,Corporate,Dennis Morris,255812.79,LP001,Loan Payment,AFT,2021-04-29,4390.4,5146602048,0.0,Young Adult
NZ82408,330193537,22,2000-05-24 12:00:00,Female,Accounting_And_Finance,Oyo,1035073.84,299398.97,Todd Miller,Sok-HR001,2005-05-25,Corporate,Raymond Alexander,148323.72,OP001,Online Payment,Internet Banking,2022-04-29,30757.47,0,12.0,Young Adult
NZ15919,330939456,83,1939-05-25 06:00:00,Male,Accounting_And_Finance,Imo,821290.21,305644.71,Harry Medina,Abi-HR001,2012-05-25,Joint,Roy Rice,327053.35,MD001,Money Deposit,Bank,2021-12-30,49660.4,0,18.0,Old
NZ71163,331061325,58,1964-05-24 12:00:00,Female,Healthcare,Delta,322882.29,298979.36,Joshua Gray,Lag-HR001,2010-05-24,Current,Adam Hernandez,87475.5,LP001,Loan Payment,ACH,2021-04-20,38934.5,25484228,12.0,Adult
NZ75623,332550519,72,1950-05-25 00:00:00,Female,Healthcare,Delta,483072.15,130429.48,Anthony Morris,Ogu-HR001,2009-05-25,Corporate,Jesse Evans,248190.9,OP001,Online Payment,Internet Banking,2021-10-07,44616.11,0,0.0,Senior
NZ44199,333127572,49,1973-05-24 18:00:00,Female,Marketing_Sales_Customer,Cross River,262181.5,172880.89,Jerry Jackson,Edo-HR001,1986-05-24,Corporate,Victor Martinez,217487.04,MT001,Money Transfer,Bank,2021-11-13,35117.4,0,6.0,Adult
NZ87362,334024694,40,1982-05-25 00:00:00,Male,Accounting_And_Finance,Delta,500037.87,284824.2,Antonio Collins,Ana-HR001,1961-05-25,Domiciliary,Bruce Porter,63514.28,MT001,Money Transfer,Bank,2022-03-06,15465.58,0,18.0,Adult
NZ65604,334098514,62,1960-05-24 12:00:00,Female,Executive_Management,Imo,1225648.65,326382.52,Michael Barnes,Osu-HR001,2002-05-24,Domiciliary,Gregory Simmons,439038.72,MD001,Money Deposit,ATM,2021-03-15,42208.68,0,0.0,Adult
NZ76909,335464094,64,1958-05-25 00:00:00,Female,Marketing_Sales_Customer,Plateau,2568583.27,299423.42,Philip Cox,Lag-HR001,1972-05-25,Joint,Nicholas Simmons,402994.13,MD001,Money Deposit,Bank,2021-07-24,18494.84,0,0.0,Adult
NZ96933,335718706,72,1950-05-25 00:00:00,Female,Education,Cross River,361620.07,139046.46,Wayne Bennett,Lag-HR001,2016-05-25,Joint,Carl Nguyen,455859.89,MD001,Money Deposit,Bank,2022-03-09,20830.1,0,0.0,Senior
NZ17854,335764779,79,1943-05-25 06:00:00,Female,Marketing_Sales_Customer,Oyo,390386.43,181221.49,Antonio Henderson,Kad-HR001,2000-05-25,Corporate,Jerry Green,172210.31,CW001,Cash Withdrawal,ATM,2021-05-27,13336.37,0,0.0,Old
NZ64863,335782045,45,1977-05-24 18:00:00,Female,Accounting_And_Finance,Imo,120010.97,30342.4,Harold Ruiz,Oyo-HR001,1976-05-25,Joint,Anthony Simpson,282986.86,CW001,Cash Withdrawal,POS,2021-12-16,4808.73,0,18.0,Adult
NZ52278,336984371,48,1974-05-25 00:00:00,Male,HR_Admin,Plateau,2064017.38,440667.71,Tina Smith,Imo-HR001,2013-05-25,Domiciliary,Jonathan Hawkins,33978.42,LP001,Loan Payment,ACH,2021-02-18,19861.45,65715111,18.0,Adult
NZ67594,338457375,34,1988-05-24 12:00:00,Male,Education,Abia,150965.01,73337.21,Lillian Harris,Del-HR001,1955-05-24,Joint,Todd Roberts,130272.52,CW001,Cash Withdrawal,ATM,2021-02-01,20605.37,0,12.0,Adult
NZ45825,339310494,30,1992-05-24 12:00:00,Male,Information_Technology_And_Software,Lagos,389773.14,108315.91,Barbara Gomez,Lag-HR001,2003-05-24,Domiciliary,Nicholas Simmons,410110.87,CW001,Cash Withdrawal,ATM,2022-03-21,14944.16,0,6.0,Adult
NZ77331,340309780,84,1938-05-25 00:00:00,Female,Marketing_Sales_Customer,Lagos,1146054.37,268606.49,William Rose,Pla-HR001,1976-05-25,Joint,Victor Ramos,224839.07,LP001,Loan Payment,AFT,2021-04-12,4873.51,8165904204,12.0,Old
NZ75584,340449270,54,1968-05-24 12:00:00,Male,Healthcare,Cross River,1893592.32,573815.85,Jerry Mitchell,Lag-HR001,2013-05-25,Current,Chris Armstrong,167973.75,MT001,Money Transfer,Mobile,2021-07-19,3960.75,0,12.0,Adult
NZ23033,341161434,72,1950-05-25 00:00:00,Male,Marketing_Sales_Customer,Oyo,333646.22,323160.2,Jessica King,Kad-HR001,1965-05-25,Corporate,Jeremy Vasquez,75632.92,MD001,Money Deposit,Bank,2021-11-09,14030.64,0,0.0,Senior
NZ70825,341172486,37,1985-05-24 18:00:00,Female,Science_And_Research,Abuja,81662.32,25142.46,Carlos Hudson,Oyo-HR001,1970-05-24,Joint,Anthony Simpson,280881.18,CW001,Cash Withdrawal,ATM,2022-01-03,15212.7,0,6.0,Adult
NZ83480,341472312,57,1965-05-24 18:00:00,Female,Engineering,Kaduna,39461.18,27539.12,Jerry Fowler,Pla-HR001,1972-05-25,Domiciliary,Victor Ramos,89107.57,MD001,Money Deposit,ATM,2021-01-17,49996.64,0,0.0,Adult
NZ98830,343908925,34,1988-05-24 12:00:00,Male,Science_And_Research,Lagos,127718.62,169790.64,Timothy Price,Imo-HR001,1957-05-25,Savings,Jonathan Hawkins,152311.98,MD001,Money Deposit,ATM,2021-05-16,14530.06,0,18.0,Adult
NZ54504,345882308,20,2002-05-25 00:00:00,Male,Office_Clerical,Ogun,0.0,0.0,Jack Spencer,Kad-HR001,2007-05-24,Domiciliary,Jeremy Vasquez,162215.65,LP001,Loan Payment,AFT,2022-04-25,13855.02,1103688855,12.0,Young Adult
NZ95651,346081022,66,1956-05-24 12:00:00,Female,Engineering,River,448356.37,378131.88,Melissa Gonzales,Edo-HR001,2007-05-24,Joint,Victor Martinez,373528.32,CW001,Cash Withdrawal,POS,2022-02-01,28832.84,0,6.0,Senior
NZ79190,346282943,55,1967-05-25 06:00:00,Male,Writing_Content,Ogun,2470522.8,397936.56,Brandon Morrison,Osu-HR001,1977-05-25,Joint,James Castillo,60986.65,OP001,Online Payment,Card,2021-08-27,24094.8,0,12.0,Adult
NZ49489,346926199,41,1981-05-24 18:00:00,Male,Executive_Management,Osun,1182517.84,169617.4,Raymond King,Oyo-HR001,1989-05-25,Corporate,Anthony Simpson,57164.17,CH001,Checks,Informal Services,2022-03-08,21107.25,0,6.0,Adult
NZ74286,348264976,85,1937-05-24 18:00:00,Male,HR_Admin,Kano,671422.5,83659.24,Russell Holmes,Kan-HR001,1960-05-25,Domiciliary,Bruce Butler,315625.9,MD001,Money Deposit,ATM,2021-01-11,7689.95,0,0.0,Old
NZ68353,348591655,79,1943-05-25 06:00:00,Female,Education,Sokoto,114149.55,27335.81,Lillian Nelson,Pla-HR001,1969-05-25,Joint,Victor Ramos,106992.56,MT001,Money Transfer,Mobile,2021-12-29,8102.52,0,18.0,Old
NZ36600,348946567,63,1959-05-25 06:00:00,Male,HR_Admin,Imo,122771.65,119813.3,Melissa Rivera,Ana-HR001,1976-05-25,Domiciliary,Bruce Porter,221981.81,CW001,Cash Withdrawal,ATM,2022-03-13,34944.75,0,6.0,Adult
NZ42857,352133027,51,1971-05-25 06:00:00,Female,Writing_Content,Lagos,67101.73,23182.76,Debra Montgomery,Osu-HR001,2013-05-25,Savings,Gregory Simmons,176579.02,MT001,Money Transfer,Mobile,2021-10-07,28374.87,0,12.0,Adult
NZ60309,354088152,41,1981-05-24 18:00:00,Male,Marketing_Sales_Customer,Bayelsa,223047.83,141843.3,Norma Gibson,Lag-HR001,2017-05-25,Domiciliary,Nicholas Cunningham,141462.63,OP001,Online Payment,Mobile,2021-09-20,17063.28,0,0.0,Adult
